X14,X13,X12,X11,X10,X9,X8,X7,X6,X5,X4,X3,X2,X1,class
-1,-0.88,0,-1,-1,-1,-1,-1,-1,-0.538462,-1,-0.845357,-0.438496,1,-1
-1,-0.82,0,1,-0.910448,1,1,-0.958947,-0.25,0.076923,0,-0.961429,0.491128,1,-1
-0.9989,-0.72,0,1,-1,-1,-1,-0.991228,-0.25,-0.538462,0,-0.967143,-0.744361,1,-1
-1,-0.32,0,1,-1,-1,1,-0.736842,0.75,1,0,-0.773929,-0.353384,1,-1
-1,-1,0,-1,-1,-1,-1,-1,-0.25,0.076923,0,-0.910714,-0.809624,-1,-1
-1,-0.824,0,1,-1,-1,1,-0.298246,0.75,1,-1,-0.839286,-0.182857,1,-1
-1,-0.88,0,1,-1,-1,-1,-0.970877,0.75,-0.692308,0,-0.708214,-0.922406,1,-1
-0.92896,-0.68,0,-1,-1,-1,-1,-0.994035,-0.25,0.230769,0,0.294643,-0.325714,1,-1
-1,-0.74,0,-1,-1,-1,-1,-0.929825,-0.75,0.384615,-1,-0.964286,-0.787068,-1,-1
-0.92,-0.36,0,1,-1,-1,-1,-0.964912,0,-0.692308,0,-0.839286,-0.60391,1,-1
-0.99958,-0.584,0,1,-0.970149,1,-1,-0.839298,0.75,0.076923,0,-0.767857,-0.641504,1,-1
-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,0.881071,0.052632,1,-1
-0.99974,-0.68,0,-1,-1,-1,-1,-0.92386,0.75,0.076923,0,-0.267857,-0.867068,1,-1
-1,-0.58,-1,1,-1,-1,1,-0.888772,0,0.384615,0,-0.464286,-0.441203,1,-1
-0.98926,-0.824,0,-1,-1,-1,-1,-0.789474,0.75,-0.846154,-1,-0.928571,-0.576541,1,-1
-0.99976,-1,0,-1,-1,-1,-1,-1,1,0.384615,0,-0.5,0.473684,1,-1
-0.99984,-0.84,0,-1,-0.880597,1,-1,-0.976491,-0.25,0.538462,0,-0.982143,-0.89985,1,-1
-1,-0.92,0,-1,-1,-1,1,-1,-1,-1,0,-0.910714,-0.66406,-1,-1
-0.92,-1,0,1,-1,-1,-1,-0.894737,-0.25,-0.076923,-1,-0.178571,-0.736842,1,-1
-0.99804,-0.892,0,-1,-0.970149,1,-1,-0.982456,-0.25,0.538462,0,-0.910714,-0.917293,-1,-1
-1,-1,0,-1,-1,-1,-1,-0.789474,0.75,-0.230769,0,-0.5,0.165414,-1,-1
-1,-0.28,0,1,-1,-1,-1,-0.982456,0,-0.230769,0,-0.107143,-0.588872,1,-1
-1,-0.45,0,-1,-1,-1,-1,-0.985263,0,-0.692308,0,-0.642857,-0.212932,1,-1
-0.99826,-0.88,0,-1,-1,-1,-1,-0.991228,-1,-1,-1,-0.958214,-0.704361,-1,-1
-1,-0.644,0,1,-1,-1,-1,-0.994035,-0.25,-0.538462,0,-0.89,-0.756993,1,-1
-0.993,-0.92,0,-1,-1,-1,-1,-0.944561,-0.25,-0.230769,0,-0.315357,-0.827068,1,-1
-0.99986,-0.892,0,-1,-1,-1,-1,-0.894737,-0.25,0.538462,0,-0.9225,-0.799399,1,-1
-1,-0.94,0,1,-1,-1,-1,-0.894737,-0.25,0.076923,-1,-0.607143,-0.390977,1,-1
-1,-0.84,0,-1,-1,-1,-1,-0.988421,-0.25,0.076923,0,-0.5,-0.731729,-1,-1
-0.99998,-0.78,0,-1,-0.940299,1,-1,-0.991228,-0.25,0.230769,0,-0.8275,-0.338346,1,-1
-1,-1,0,1,-1,-1,-1,-0.962105,-0.25,-0.846154,0,-0.883929,-0.418647,-1,-1
-0.997,-0.535,0,-1,-1,-1,-1,-0.614035,-0.25,0.230769,0,-0.583214,0.005113,1,-1
-1,-0.6,0,-1,-1,-1,1,-0.640351,0.75,-0.692308,0,-0.985357,-0.150376,1,1
-1,-0.978,0,1,-0.791045,1,1,0.403509,1,0.384615,0,-0.214286,0.553985,1,1
-0.93248,-1,0,-1,-0.58209,1,1,-1,1,0.384615,0,0.071429,0.651729,-1,1
-0.999,-0.92,0,1,-0.970149,1,1,-0.976491,0.75,0.846154,0,-0.261786,-0.789474,-1,1
-0.95434,-1,0,-1,-0.671642,1,1,-0.625614,0.75,0.076923,0,0.071429,-0.543759,1,1
-0.8828,-0.84,0,1,-1,-1,1,-0.927018,0.75,1,0,-0.9375,-0.661654,-1,1
-1,-0.93,0,1,-1,-1,1,-0.22807,-0.25,0.230769,0,-0.642857,-0.561504,1,1
-0.99984,-0.85,0,-1,-1,-1,-1,-0.894737,-0.25,0.230769,0,-0.892857,-0.774436,1,1
-0.95442,-0.71,0,1,-0.910448,1,1,-0.649123,-0.25,1,0,-0.714286,-0.46406,1,1
-0.9,-1,0,-1,-0.522388,1,1,-0.508772,-0.25,0.076923,0,0.392857,-0.471278,1,1
-1,-0.53,0,1,-0.820896,1,1,-0.649123,0.75,0.538462,0,-0.642857,-0.16782,1,1
-0.99432,-0.71,0,1,-0.671642,1,1,-0.850877,0.75,0.230769,0,-0.178571,-0.719399,1,1
-1,-1,0,1,-0.791045,1,1,-0.649123,-0.25,0.538462,0,-0.25,-0.035188,-1,1
-0.9669,-0.819,0,-1,-0.731343,1,1,-0.122807,0.75,0.076923,0,-0.392857,0.052632,1,1
-0.9746,-0.85,0,-1,-0.791045,1,1,-0.684211,-0.25,-0.538462,0,-0.821429,-0.35579,1,1
-0.99676,-0.7,0,1,-0.761194,1,1,-0.973684,-0.25,0.076923,-1,-0.973214,-0.117895,1,1
-0.9888,-0.63,0,1,-0.910448,1,1,-0.859649,-0.25,-0.230769,-1,-0.854286,-0.58406,1,1
-0.996,-0.761,0,1,-1,-1,1,-1,-0.25,0.230769,0,-0.821429,-0.363308,1,1
-0.994,-0.84,0,1,-1,-1,1,-0.941404,-0.25,0.230769,-1,-0.169643,-0.71188,1,1
-0.988,-0.816,0,-1,-0.820896,1,1,-0.842105,-0.25,0.076923,0,-0.803571,-0.666767,1,1
-0.994,-0.689,0,-1,-0.910448,1,1,-0.57614,0.75,0.846154,0,-0.681429,-0.453534,1,1
-1,-1,0,1,-0.671642,1,1,-1,-0.5,-0.384615,-1,-0.178571,-0.761805,-1,1
-0.98,-1,0,1,-0.731343,1,1,0.22807,0.75,1,0,0.428571,0.513684,1,1
-0.97626,-0.95,0,-1,-0.970149,1,1,-0.994035,-0.25,0.230769,-1,-0.848214,-0.320902,1,1
-1,-0.88,0,1,-0.850746,1,1,-0.403509,-0.25,0.538462,0,-0.357143,-0.706767,-1,1
-0.9842,-1,0,-1,-0.641791,1,1,0.087719,0.75,0.230769,0,-0.455357,0.035188,1,1
-0.99802,-1,0,-1,-0.880597,1,1,-0.719298,-0.25,-0.230769,0,-0.642857,0.418647,-1,1
-1,-0.784,0,-1,-1,-1,-1,-0.754386,0,-0.692308,0,-0.89,-0.165414,1,1
-1,-0.62,0,1,-0.910448,1,1,-0.777895,-0.25,1,-1,-0.773929,-0.41594,1,1
-1,-0.92,0,-1,-1,-1,1,-0.964912,-0.25,-0.538462,0,-0.607143,-0.869774,1,1
-0.99608,-0.48,0,-1,-0.820896,1,1,-0.824561,-0.25,1,0,-0.276786,-0.265564,1,1
-0.98626,-0.79,0,-1,-1,-1,-1,-0.649123,0,-0.692308,0,-0.607143,-0.325714,1,-1
-0.9995,-0.84,0,-1,-1,-1,-1,-0.684211,-1,-1,0,-0.803571,-0.706767,1,-1
-0.9802,-0.92,0,-1,-0.701493,1,1,-0.877193,-0.25,0.538462,0,-0.392857,-0.736842,-1,-1
-1,-0.84,0,1,-1,-1,1,-0.958947,-0.25,-0.230769,-1,-0.958214,-0.836993,-1,-1
-1,-0.776,0,-1,-1,-1,-1,-0.982456,-0.25,-0.538462,-1,-0.910714,-0.516391,1,-1
-0.99968,-0.54,0,-1,-1,-1,-1,-0.929825,-0.25,0.076923,0,-0.821429,-0.388571,1,-1
-0.98,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-0.818571,-0.328421,1,-1
-0.9988,-0.82,0,1,-1,-1,-1,-1,-1,-1,-1,-0.818571,-0.614135,-1,-1
-1,-0.812,0,-1,-1,-1,1,-0.719298,-0.25,-0.230769,-1,-0.842143,-0.641504,1,-1
-0.99918,-0.84,0,1,-0.940299,1,-1,-0.824561,-0.25,0.076923,0,-0.779643,-0.478797,1,-1
-1,-1,0,-1,-1,-1,-1,-0.994035,-0.25,-0.230769,0,-0.357143,-0.744361,1,-1
-1,-0.6,0,-1,-1,-1,1,-0.877193,0.75,-0.230769,0,-0.952143,-0.674286,-1,-1
-1,-0.58,-1,1,-1,-1,-1,-0.719298,0,-0.692308,0,-0.982143,-0.403609,1,-1
-1,-0.68,0,-1,-1,-1,1,-1,-1,-1,-1,-0.886786,-0.393384,-1,-1
-1,-0.708,0,1,-1,-1,-1,-0.596491,0.75,-0.846154,0,-0.833214,-0.428571,1,-1
-0.99428,-1,0,-1,-1,-1,-1,-0.991228,-0.25,-0.846154,0,0.035714,-0.551278,1,-1
-0.9999,-0.68,0,-1,-1,-1,-1,-0.994035,0.75,-0.538462,0,-0.166786,-0.754286,-1,-1
-0.9993,-0.76,0,1,-0.820896,1,-1,-0.988421,-0.25,-0.692308,0,-0.964286,-0.904662,-1,-1
-1,-0.84,0,1,-1,-1,-1,-0.894737,-0.25,0.076923,-1,-0.979286,-0.641504,1,-1
-0.99306,-0.792,0,1,-0.820896,1,1,-0.81579,-0.25,0.230769,-1,-0.967143,-0.704361,1,-1
-0.99894,-0.8,0,-1,-0.970149,1,-1,-1,-0.5,-0.384615,0,-0.868929,-0.721805,-1,-1
-0.99998,-0.88,0,1,-1,-1,-1,-0.929825,-0.25,-0.076923,0,-0.961429,-0.669173,1,-1
-0.9996,-0.84,0,-1,-1,-1,-1,-1,-0.5,-0.384615,-1,-0.785714,-0.458647,-1,-1
-0.99998,-0.8,0,-1,-0.970149,1,-1,-0.988421,-0.25,0.076923,-1,-0.970357,-0.847218,1,-1
-1,-0.92,-1,1,-1,-1,-1,-0.991228,-0.25,-0.076923,-1,-0.806429,-0.493835,1,-1
-1,-0.9,0,-1,-1,-1,-1,-1,-1,-0.538462,0,-0.961429,-0.606617,1,-1
-1,-0.92,-1,-1,-1,-1,-1,-0.994035,-0.25,0.076923,-1,-0.806429,-0.616541,-1,-1
-1,-0.477,0,1,-1,-1,1,-0.473684,-0.25,-0.230769,0,-0.821429,-0.456241,1,-1
-0.99692,-0.96,0,1,-0.970149,1,-1,-0.982456,-0.25,0.076923,0,-0.732143,-0.553985,-1,-1
-0.99992,-0.86,0,-1,-1,-1,-1,-0.991228,-0.25,-0.538462,-1,-0.910714,-0.81203,1,-1
-1,-1,0,-1,-1,-1,-1,-0.970877,-0.25,-0.692308,0,-0.178571,-0.729323,1,-1
-0.99998,-0.64,0,1,-1,-1,1,-0.807018,0.75,0.076923,0,-0.851071,-0.651729,-1,-1
-1,-0.92,-1,-1,-1,-1,-1,-0.853684,-0.25,0.076923,0,-0.142857,-0.699248,1,-1
-0.98382,-0.88,0,1,-1,-1,-1,-0.982456,-0.25,0.538462,0,-0.910714,-0.724211,-1,-1
-1,-0.72,-1,1,-1,-1,1,-0.649123,0,0.076923,0,-0.714286,-0.295639,1,-1
-0.99592,-0.72,0,-1,-1,-1,-1,-0.982456,0.75,0.076923,-1,-0.9375,-0.776842,1,-1
-0.9999,-0.78,0,1,-1,-1,-1,-0.994035,0.75,-0.692308,0,-0.940357,-0.704361,1,-1
-1,-0.86,-1,1,-1,-1,-1,-0.982456,0.75,-0.538462,0,-0.907857,-0.578947,1,-1
-1,-1,0,1,-0.910448,1,1,-0.614035,0.75,0.846154,0,-0.892857,-0.428571,1,1
-1,-1,-1,1,-1,-1,-1,-0.842105,-0.5,0.076923,0,-0.988214,-0.731729,1,1
-0.95944,-0.976,0,1,-1,-1,1,-0.438597,0.75,-0.538462,0,-0.107143,0.270677,1,1
-1,-0.816,1,-1,-1,-1,-1,-1,-0.25,0.076923,0,-1,-0.644211,-1,1
-0.88446,-0.84,0,1,-0.850746,1,1,-0.929825,-0.25,0.076923,-1,-0.875,-0.611429,1,1
-0.94092,-0.92,0,-1,-0.791045,1,1,-0.897544,0.75,0.230769,0,-0.535714,-0.829474,1,1
-0.99998,-0.84,0,1,-0.761194,1,1,-0.92386,-0.25,-0.846154,-1,-0.785714,-0.781955,1,1
-0.984,-0.74,0,-1,-0.970149,1,1,-0.909474,-0.25,-0.076923,0,-0.785714,-0.726917,1,1
-1,-0.92,0,-1,-0.820896,1,1,-0.783509,-0.25,0.230769,-1,-0.886786,-0.731729,1,1
-0.99084,-0.6,0,-1,-0.820896,1,1,-0.754386,0.75,0.846154,0,-0.119286,-0.661654,-1,1
-0.99,-0.901,0,1,-0.850746,1,1,-0.842105,-0.75,0.384615,0,-0.622143,-0.511278,-1,1
-1,-1,0,-1,-0.910448,1,1,-0.508772,0.75,0.384615,0,-0.392857,0.313383,1,1
-0.99088,-1,0,-1,-0.671642,1,1,-0.859649,-0.25,0.076923,0,-0.928571,-0.330827,-1,1
-0.97336,-0.64,0,1,-0.820896,1,1,-0.017544,-0.25,-0.076923,0,-0.497143,0.325714,1,1
-0.99882,-0.16,0,1,-0.970149,1,1,-0.997193,-0.25,1,-1,-0.961429,-0.754286,1,1
-1,-0.569,0,1,-1,-1,-1,-0.894737,-0.25,-0.846154,-1,-0.919643,-0.285714,1,1
-0.96592,-0.481,0,1,-0.940299,1,1,-0.026316,-0.25,1,0,-0.785714,0.012632,-1,1
-0.98352,-0.72,0,-1,-1,-1,1,-0.894737,0.75,0.538462,0,-0.964286,-0.676692,-1,1
-0.92,-1,0,1,-1,-1,1,-0.649123,-0.25,0.384615,0,-0.633929,-0.308271,-1,1
-1,-0.832,0,1,-0.850746,1,1,-0.646316,-0.25,-0.230769,0,0.056429,-0.533835,1,1
-1,-0.77,-1,-1,-1,-1,1,-0.754386,-0.25,-0.230769,0,-0.75,0.035188,1,1
-0.98346,-0.601,0,-1,-0.731343,1,1,-0.643158,0.75,0.846154,0,-0.881071,-0.593985,1,1
-0.9342,-0.697,0,1,-0.761194,1,1,-0.906316,-0.25,1,0,-0.940714,-0.461053,1,1
-1,-0.9,0,-1,-1,-1,1,-0.953333,-0.25,0.846154,0,-0.214286,-0.749474,1,1
-0.98,-0.8,0,-1,-0.910448,1,1,-0.964912,-0.25,-0.230769,-1,-0.961429,-0.212932,1,1
-0.97312,-0.617,0,-1,-0.58209,1,1,-0.719298,-0.25,0.230769,0,-0.761786,-0.253233,1,1
-0.98,-1,0,1,-0.820896,1,1,-0.473684,0.75,1,0,-0.642857,-0.363308,1,1
-1,-0.92,0,1,-0.940299,1,1,-0.859649,-0.25,0.538462,0,-0.973214,-0.821955,1,1
-0.99,-0.62,0,-1,-0.880597,1,1,-0.962105,-0.25,-0.538462,0,-0.967143,-0.526316,-1,1
-0.9925,-0.9,0,-1,-0.761194,1,1,-0.877193,0.75,0.846154,-1,-0.979286,-0.120301,1,1
-1,-0.44,-1,-1,-0.970149,1,-1,-0.997193,-0.25,0.384615,0,-0.997143,-0.180451,1,1
